,description,subtasks
50,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical red rectangle from left to right in the middle of the grid.
<Architect> Facing North, Move to left side of the red blocks and Build 4 brown blocks one by one (on top)
<Builder> You can't place brown blocks.
<Architect> Facing north, stack 4 orange blocks immediately to the left of the red rectangle, then break the 1st and 3rd orange blocks from the bottom.
<Architect> Facing north, place an orange block to the left of both existing orange blocks.
<Architect> Facing north, place an orange block in between the two leftmost orange blocks.
<Architect> place an orange block on top of the middle red block.
<Architect> Facing north, place a red block to the right of the 2nd red block from the top.
<Architect> Facing north, place a red block to the right of the rightmost red block, then place a red block on top of that, finally, break the first block you placed.","[0, 5, 5], [1, 3, 4], 'skyeast', 'red' && [1, 3, 6], [1, 1, 1], 'skyeast', 'orange' && [3, 3, 6], [1, 1, 1], 'skyeast', 'orange' && [1, 2, 6], [1, 1, 1], 'skyeast', 'orange' && [3, 2, 6], [1, 1, 1], 'skyeast', 'orange' && [2, 2, 6], [1, 1, 1], 'skyeast', 'orange' && [4, 5, 6], [1, 1, 1], 'skyeast', 'orange' && [2, 7, 6], [1, 1, 1], 'skyeast', 'red' && [3, 8, 6], [1, 1, 1], 'skyeast', 'red'"
51,"<Architect> Facing south, place 3 red blocks side by side","[0, 5, 5], [1, 1, 3], 'eastsky', 'red'"
52,"<Architect> Facing south, place 3 red blocks side by side
<Architect> Put 3 red blocks in a row
<Builder> Can you specify where the blocks should be placed in relation to the row of blocks that is already there?
<Architect> Place the row of blocks on top of the blocks that are already placed down.","[0, 5, 5], [1, 1, 3], 'eastsky', 'red' && [1, 4, 6], [1, 1, 3], 'eastsky', 'red'"
53,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical red rectangle, from left to right, in the middle of the grid.","[0, 5, 5], [1, 3, 4], 'skyeast', 'red'"
54,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical red rectangle, from left to right, in the middle of the grid.
<Architect> Facing north, stack 4 orange blocks immediately to the left of the red rectangle, then break the 1st and 3rd orange blocks from the bottom.","[0, 5, 5], [1, 3, 4], 'skyeast', 'red' && [1, 3, 5], [1, 1, 1], 'skyeast', 'orange' && [3, 3, 5], [1, 1, 1], 'skyeast', 'orange'"
55,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical red rectangle, from left to right, in the middle of the grid.
<Architect> Facing north, stack 4 orange blocks immediately to the left of the red rectangle, then break the 1st and 3rd orange blocks from the bottom.
<Architect> Facing north, place an orange block to the left of both exiting orange blocks.","[0, 5, 5], [1, 3, 4], 'skyeast', 'red' && [1, 3, 5], [1, 1, 1], 'skyeast', 'orange' && [3, 3, 5], [1, 1, 1], 'skyeast', 'orange' && [0, 4, 6], [1, 3, 4], 'skyeast', 'red' && [1, 2, 6], [1, 1, 2], 'eastsky', 'orange' && [3, 2, 6], [1, 1, 2], 'eastsky', 'orange'"
56,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical red rectangle, from left to right, in the middle of the grid.
<Architect> Facing north, stack 4 orange blocks immediately to the left of the red rectangle, then break the 1st and 3rd orange blocks from the bottom.
<Architect> Facing north, place an orange block to the left of both exiting orange blocks.
<Architect> Facing north, place an orange block in between the two leftmost orange blocks.","[0, 5, 5], [1, 3, 4], 'skyeast', 'red' && [1, 3, 5], [1, 1, 1], 'skyeast', 'orange' && [3, 3, 5], [1, 1, 1], 'skyeast', 'orange' && [0, 4, 6], [1, 3, 4], 'skyeast', 'red' && [1, 2, 6], [1, 1, 2], 'eastsky', 'orange' && [3, 2, 6], [1, 1, 2], 'eastsky', 'orange' && [2, 2, 6], [1, 1, 1], 'skyeast', 'orange'"
57,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical red rectangle, from left to right, in the middle of the grid.","[0, 5, 5], [1, 3, 4], 'skyeast', 'red'"
58,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical red rectangle, from left to right, in the middle of the grid.
<Architect> Facing north, stack 4 orange blocks immediately to the left of the red rectangle, then break the 1st and 3rd orange blocks from the bottom.","[0, 5, 5], [1, 3, 4], 'skyeast', 'red' && [1, 3, 5], [1, 1, 1], 'skyeast', 'orange' && [3, 3, 5], [1, 1, 1], 'skyeast', 'orange'"
59,"<Architect> Facing north, build a stack of 4 yellow blocks","[0, 5, 5], [1, 1, 4], 'skyeast', 'yellow'"
60,"<Architect> put 3 yellow blocks side by side
<Builder> I don't know which direction to face, can you tell me what direction I need to face before I place the blocks?
<Architect> Face south","[0, 5, 5], [1, 1, 3], 'eastsky', 'yellow'"
61,"<Architect> put 3 yellow blocks side by side
<Builder> I don't know which direction to face, can you tell me what direction I need to face before I place the blocks?
<Architect> Face south
<Architect> place a yellow block atop each yellow block","[0, 5, 5], [1, 1, 3], 'eastsky', 'yellow' && [1, 4, 7], [1, 1, 3], 'eastsky', 'yellow'"
62,"<Architect> put 3 yellow blocks side by side
<Builder> I don't know which direction to face, can you tell me what direction I need to face before I place the blocks?
<Architect> Face south
<Architect> place a yellow block atop each yellow block
<Architect> stack 2 orange left of the eastern most yellow block stack","[0, 5, 5], [1, 1, 3], 'eastsky', 'yellow' && [1, 4, 7], [1, 1, 3], 'eastsky', 'yellow' && [0, 7, 7], [1, 1, 2], 'skyeast', 'orange'"
63,"<Architect> put 3 yellow blocks side by side
<Builder> I don't know which direction to face, can you tell me what direction I need to face before I place the blocks?
<Architect> Face south
<Architect> place a yellow block atop each yellow block
<Architect> stack 2 orange left of the eastern most yellow block stack
<Architect> place 2 yellow blocks atop each yellow block stack","[0, 5, 5], [1, 1, 3], 'eastsky', 'yellow' && [1, 4, 7], [1, 1, 3], 'eastsky', 'yellow' && [0, 7, 7], [1, 1, 2], 'skyeast', 'orange' && [2, 4, 7], [1, 2, 3], 'eastsky', 'yellow'"
64,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical yellow rectangle, from left to right, in the middle of the grid.","[0, 5, 5], [1, 3, 4], 'skyeast', 'yellow'"
65,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical yellow rectangle, from left to right, in the middle of the grid.
<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical yellow rectangle, from left to right, in the middle of the grid.
<Builder> The instructed structure is already built on the grid.
<Architect> Facing north, stack 2 orange blocks immediately to the right and to the left of the yellow rectangle.","[0, 5, 5], [1, 3, 4], 'skyeast', 'yellow' && [0, 3, 5], [1, 1, 2], 'skyeast', 'orange' && [0, 7, 5], [1, 1, 2], 'skyeast', 'orange'"
66,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical yellow rectangle, from left to right, in the middle of the grid.
<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical yellow rectangle, from left to right, in the middle of the grid.
<Builder> The instructed structure is already built on the grid.
<Architect> Facing north, stack 2 orange blocks immediately to the right and to the left of the yellow rectangle.
<Architect> Facing SOUTH, stack 3 red blocks right in front of the left column and right column of the yellow rectangle, then break the middle blocks of both red towers.","[0, 5, 5], [1, 3, 4], 'skyeast', 'yellow' && [0, 3, 5], [1, 1, 2], 'skyeast', 'orange' && [0, 7, 5], [1, 1, 2], 'skyeast', 'orange' && [0, 4, 4], [1, 1, 1], 'skyeast', 'red' && [0, 6, 4], [1, 1, 1], 'skyeast', 'red' && [2, 4, 4], [1, 1, 1], 'skyeast', 'red' && [2, 6, 4], [1, 1, 1], 'skyeast', 'red'"
67,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical yellow rectangle, from left to right, in the middle of the grid.
<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical yellow rectangle, from left to right, in the middle of the grid.
<Builder> The instructed structure is already built on the grid.
<Architect> Facing north, stack 2 orange blocks immediately to the right and to the left of the yellow rectangle.
<Architect> Facing SOUTH, stack 3 red blocks right in front of the left column and right column of the yellow rectangle, then break the middle blocks of both red towers.
<Architect> Facing SOUTH, place a red block in front of all existing red blocks.","[0, 5, 5], [1, 3, 4], 'skyeast', 'yellow' && [0, 3, 5], [1, 1, 2], 'skyeast', 'orange' && [0, 7, 5], [1, 1, 2], 'skyeast', 'orange' && [0, 4, 4], [1, 1, 1], 'skyeast', 'red' && [0, 6, 4], [1, 1, 1], 'skyeast', 'red' && [2, 4, 4], [1, 1, 1], 'skyeast', 'red' && [2, 6, 4], [1, 1, 1], 'skyeast', 'red' && [0, 4, 3], [1, 1, 1], 'skyeast', 'red' && [0, 6, 3], [1, 1, 1], 'skyeast', 'red' && [2, 4, 3], [1, 1, 1], 'skyeast', 'red' && [2, 6, 3], [1, 1, 1], 'skyeast', 'red'"
68,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical yellow rectangle, from left to right, in the middle of the grid.","[0, 5, 5], [1, 3, 4], 'skyeast', 'yellow'"
69,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical yellow rectangle, from left to right, in the middle of the grid.","[0, 5, 5], [1, 3, 4], 'skyeast', 'yellow'"
70,"<Architect> Facing north, build a 3 blocks long and 4 blocks tall yellow rectangle from left to right in the middle of the grid.","[0, 5, 5], [1, 3, 4], 'skyeast', 'yellow'"
71,"<Architect> Facing north, build a 3 blocks long and 4 blocks tall yellow rectangle from left to right in the middle of the grid.
<Architect> Facing North, Build a orange block left to the yellow block.
<Builder> Wasn't clear whether to do a single orange block or a row.
<Architect> Facing north, build a tower of two orange block left to the yellow left block","[0, 5, 5], [1, 3, 4], 'skyeast', 'yellow' && [0, 3, 6], [1, 1, 2], 'skyeast', 'orange' && [0, 7, 6], [1, 1, 2], 'skyeast', 'orange'"
72,"<Architect> Facing north, build a 3 blocks long and 4 blocks tall yellow rectangle from left to right in the middle of the grid.
<Architect> Facing North, Build a orange block left to the yellow block.
<Builder> Wasn't clear whether to do a single orange block or a row.
<Architect> Facing north, build a tower of two orange block left to the yellow left block
<Architect> In front of the left side of the yellow rectangle, build a column of four red blocks. Break the bottom block of the column. Do the same for the right side of the yellow rectangle.","[0, 5, 5], [1, 3, 4], 'skyeast', 'yellow' && [0, 3, 6], [1, 1, 2], 'skyeast', 'orange' && [0, 7, 6], [1, 1, 2], 'skyeast', 'orange' && [1, 4, 7], [1, 1, 3], 'skyeast', 'red' && [1, 6, 7], [1, 1, 3], 'skyeast', 'red'"
73,"<Architect> Facing north, build a 3 blocks long and 4 blocks tall yellow rectangle from left to right in the middle of the grid.
<Architect> Facing North, Build a orange block left to the yellow block.
<Builder> Wasn't clear whether to do a single orange block or a row.
<Architect> Facing north, build a tower of two orange block left to the yellow left block
<Architect> In front of the left side of the yellow rectangle, build a column of four red blocks. Break the bottom block of the column. Do the same for the right side of the yellow rectangle.
<Architect> Build two red columns identical with the current red towers on the other side of the yellow rectangle. Destroy the initial red towers.","[0, 5, 5], [1, 3, 4], 'skyeast', 'yellow' && [0, 3, 6], [1, 1, 2], 'skyeast', 'orange' && [0, 7, 6], [1, 1, 2], 'skyeast', 'orange' && [1, 4, 7], [1, 1, 3], 'skyeast', 'red' && [1, 6, 7], [1, 1, 3], 'skyeast', 'red' && [1, 4, 5], [1, 1, 3], 'skyeast', 'red' && [1, 6, 5], [1, 1, 3], 'skyeast', 'red'"
74,"<Architect> Facing north, build a 3 blocks long and 4 blocks tall yellow rectangle from left to right in the middle of the grid.
<Architect> Facing North, Build a orange block left to the yellow block.
<Builder> Wasn't clear whether to do a single orange block or a row.
<Architect> Facing north, build a tower of two orange block left to the yellow left block
<Architect> In front of the left side of the yellow rectangle, build a column of four red blocks. Break the bottom block of the column. Do the same for the right side of the yellow rectangle.
<Architect> Build two red columns identical with the current red towers on the other side of the yellow rectangle. Destroy the initial red towers.
<Architect> Place three more red blocks behind each red column;
Break the middle block of both old red columns;","[0, 5, 5], [1, 3, 4], 'skyeast', 'yellow' && [0, 3, 6], [1, 1, 2], 'skyeast', 'orange' && [0, 7, 6], [1, 1, 2], 'skyeast', 'orange' && [1, 4, 7], [1, 1, 3], 'skyeast', 'red' && [1, 6, 7], [1, 1, 3], 'skyeast', 'red' && [1, 4, 5], [1, 1, 3], 'skyeast', 'red' && [1, 6, 5], [1, 1, 3], 'skyeast', 'red' && [1, 4, 4], [1, 1, 3], 'skyeast', 'red' && [1, 6, 4], [1, 1, 3], 'skyeast', 'red'"
75,"<Architect> Facing East, on the 6th column counting from the left and the 4th row counting from the bottom, build a tower of 2 orange blocks. After that, build a tower of 4 yellow blocks directly behind the orange blocks.","[0, 5, 5], [1, 1, 2], 'skyeast', 'orange' && [0, 6, 5], [1, 1, 4], 'skyeast', 'yellow'"
76,"<Architect> Facing East, on the 6th column counting from the left and the 4th row counting from the bottom, build a tower of 2 orange blocks. After that, build a tower of 4 yellow blocks directly behind the orange blocks.
<Architect> Facing North, place a yellow block next to the row of yellow blocks.
<Builder> There is no ""row"" of yellow blocks, only a tower or a column. Where exactly do you mean by ""next to""?
<Architect> Facing North, place a yellow block to the right of the yellow tower of blocks.","[0, 5, 5], [1, 1, 2], 'skyeast', 'orange' && [0, 6, 5], [1, 1, 4], 'skyeast', 'yellow' && [0, 5, 5], [1, 1, 1], 'skyeast', 'yellow'"
77,"<Architect> Facing East, on the 6th column counting from the left and the 4th row counting from the bottom, build a tower of 2 orange blocks. After that, build a tower of 4 yellow blocks directly behind the orange blocks.
<Architect> Facing North, place a yellow block next to the row of yellow blocks.
<Builder> There is no ""row"" of yellow blocks, only a tower or a column. Where exactly do you mean by ""next to""?
<Architect> Facing North, place a yellow block to the right of the yellow tower of blocks.
<Architect> Facing North, place a yellow block on top of the yellow block 6 rows in from the West.","[0, 5, 5], [1, 1, 2], 'skyeast', 'orange' && [0, 6, 5], [1, 1, 4], 'skyeast', 'yellow' && [0, 5, 5], [1, 1, 1], 'skyeast', 'yellow' && [1, 5, 5], [1, 1, 1], 'skyeast', 'yellow'"
78,"<Architect> Facing East, on the 6th column counting from the left and the 4th row counting from the bottom, build a tower of 2 orange blocks. After that, build a tower of 4 yellow blocks directly behind the orange blocks.
<Architect> Facing North, place a yellow block next to the row of yellow blocks.
<Builder> There is no ""row"" of yellow blocks, only a tower or a column. Where exactly do you mean by ""next to""?
<Architect> Facing North, place a yellow block to the right of the yellow tower of blocks.
<Architect> Facing North, place a yellow block on top of the yellow block 6 rows in from the West.
<Architect> Facing North, place a yellow block on top of the yellow block that is 6 rows in from the West.","[0, 5, 5], [1, 1, 2], 'skyeast', 'orange' && [0, 6, 5], [1, 1, 4], 'skyeast', 'yellow' && [0, 5, 5], [1, 1, 1], 'skyeast', 'yellow' && [1, 5, 5], [1, 1, 1], 'skyeast', 'yellow' && [2, 5, 5], [1, 1, 1], 'skyeast', 'yellow'"
