,Unnamed: 0,Unnamed: 0.1,description,subtasks,rebuilded
42,42,42,"<Architect> Facing north, build a 4 blocks tall and 3 blocks wide vertical red rectangle from left to right in the middle of the grid.
<Architect> Facing north, place two orange blocks horizontally to the left of the second row of the rectangle, from the bottom.
<Architect> Place an orange block on the four red blocks in the center.
<Architect> Facing north, stack 2 orange blocks on top of the leftmost orange block.
<Architect> Facing north, place an orange block to the left of the leftmost red block of the top row.
<Architect> Place on red block to the right of the second highest block of the leftmost red tower.
<Builder> I think you mean ""Place one red block to the right of the second highest block of the RIGHTMOST red tower.""?
Otherwise, this doesn't make sense.
<Architect> Yes, that's right, it's next tot the rightmost red tower.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 7, 5, 3 && 1, 3, 5, 4 && 1, 4, 5, 4 && 1, 5, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3 && 2, 3, 5, 4 && 2, 5, 5, 3 && 2, 6, 5, 3 && 2, 7, 5, 3 && 2, 8, 5, 3 && 3, 3, 5, 4 && 3, 4, 5, 4 && 3, 5, 5, 3 && 3, 6, 5, 3 && 3, 7, 5, 3 && 4, 6, 5, 4","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 7, 5, 3), (1, 3, 5, 4), (1, 4, 5, 4), (1, 5, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3), (2, 3, 5, 4), (2, 5, 5, 3), (2, 6, 5, 3), (2, 7, 5, 3), (2, 8, 5, 3), (3, 3, 5, 4), (3, 4, 5, 4), (3, 5, 5, 3), (3, 6, 5, 3), (3, 7, 5, 3), (4, 6, 5, 4)]"
43,43,43,"<Architect> Facing north, build a 4 blocks tall and 3 blocks wide vertical red rectangle from left to right in the middle of the grid.
<Architect> Facing north, place two orange blocks horizontally to the left of the second row of the rectangle, from the bottom.
<Architect> Place an orange block on the four red blocks in the center.
<Architect> Facing north, stack 2 orange blocks on top of the leftmost orange block.
<Architect> Facing north, place an orange block to the left of the leftmost red block of the top row.
<Architect> Place on red block to the right of the second highest block of the leftmost red tower.
<Builder> I think you mean ""Place one red block to the right of the second highest block of the RIGHTMOST red tower.""?
Otherwise, this doesn't make sense.
<Architect> Yes, that's right, it's next tot the rightmost red tower.
<Architect> Facing north, place a red block to the right of the rightmost red block, then place a red block on top of that, then break the first block you placed.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 7, 5, 3 && 1, 3, 5, 4 && 1, 4, 5, 4 && 1, 5, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3 && 2, 3, 5, 4 && 2, 5, 5, 3 && 2, 6, 5, 3 && 2, 7, 5, 3 && 2, 8, 5, 3 && 3, 3, 5, 4 && 3, 4, 5, 4 && 3, 5, 5, 3 && 3, 6, 5, 3 && 3, 7, 5, 3 && 3, 9, 5, 3 && 4, 6, 5, 4","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 7, 5, 3), (1, 3, 5, 4), (1, 4, 5, 4), (1, 5, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3), (2, 3, 5, 4), (2, 5, 5, 3), (2, 6, 5, 3), (2, 7, 5, 3), (2, 8, 5, 3), (3, 3, 5, 4), (3, 4, 5, 4), (3, 5, 5, 3), (3, 6, 5, 3), (3, 7, 5, 3), (3, 9, 5, 3), (4, 6, 5, 4)]"
44,44,44,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical red rectangle from left to right in the middle of the grid.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 7, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3 && 2, 5, 5, 3 && 2, 6, 5, 3 && 2, 7, 5, 3 && 3, 5, 5, 3 && 3, 6, 5, 3 && 3, 7, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 7, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3), (2, 5, 5, 3), (2, 6, 5, 3), (2, 7, 5, 3), (3, 5, 5, 3), (3, 6, 5, 3), (3, 7, 5, 3)]"
45,45,45,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical red rectangle from left to right in the middle of the grid.
<Architect> Facing North, Move to left side of the red blocks and Build 4 brown blocks one by one (on top)
<Builder> You can't place brown blocks.
<Architect> Facing north, stack 4 orange blocks immediately to the left of the red rectangle, then break the 1st and 3rd orange blocks from the bottom.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 7, 5, 3 && 1, 4, 5, 4 && 1, 5, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3 && 2, 5, 5, 3 && 2, 6, 5, 3 && 2, 7, 5, 3 && 3, 4, 5, 4 && 3, 5, 5, 3 && 3, 6, 5, 3 && 3, 7, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 7, 5, 3), (1, 4, 5, 4), (1, 5, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3), (2, 5, 5, 3), (2, 6, 5, 3), (2, 7, 5, 3), (3, 4, 5, 4), (3, 5, 5, 3), (3, 6, 5, 3), (3, 7, 5, 3)]"
46,46,46,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical red rectangle from left to right in the middle of the grid.
<Architect> Facing North, Move to left side of the red blocks and Build 4 brown blocks one by one (on top)
<Builder> You can't place brown blocks.
<Architect> Facing north, stack 4 orange blocks immediately to the left of the red rectangle, then break the 1st and 3rd orange blocks from the bottom.
<Architect> Facing north, place an orange block to the left of both existing orange blocks.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 7, 5, 3 && 1, 3, 5, 4 && 1, 4, 5, 4 && 1, 5, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3 && 2, 5, 5, 3 && 2, 6, 5, 3 && 2, 7, 5, 3 && 3, 3, 5, 4 && 3, 4, 5, 4 && 3, 5, 5, 3 && 3, 6, 5, 3 && 3, 7, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 7, 5, 3), (1, 3, 5, 4), (1, 4, 5, 4), (1, 5, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3), (2, 5, 5, 3), (2, 6, 5, 3), (2, 7, 5, 3), (3, 3, 5, 4), (3, 4, 5, 4), (3, 5, 5, 3), (3, 6, 5, 3), (3, 7, 5, 3)]"
47,47,47,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical red rectangle from left to right in the middle of the grid.
<Architect> Facing North, Move to left side of the red blocks and Build 4 brown blocks one by one (on top)
<Builder> You can't place brown blocks.
<Architect> Facing north, stack 4 orange blocks immediately to the left of the red rectangle, then break the 1st and 3rd orange blocks from the bottom.
<Architect> Facing north, place an orange block to the left of both existing orange blocks.
<Architect> Facing north, place an orange block in between the two leftmost orange blocks.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 7, 5, 3 && 1, 3, 5, 4 && 1, 4, 5, 4 && 1, 5, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3 && 2, 3, 5, 4 && 2, 5, 5, 3 && 2, 6, 5, 3 && 2, 7, 5, 3 && 3, 3, 5, 4 && 3, 4, 5, 4 && 3, 5, 5, 3 && 3, 6, 5, 3 && 3, 7, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 7, 5, 3), (1, 3, 5, 4), (1, 4, 5, 4), (1, 5, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3), (2, 3, 5, 4), (2, 5, 5, 3), (2, 6, 5, 3), (2, 7, 5, 3), (3, 3, 5, 4), (3, 4, 5, 4), (3, 5, 5, 3), (3, 6, 5, 3), (3, 7, 5, 3)]"
48,48,48,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical red rectangle from left to right in the middle of the grid.
<Architect> Facing North, Move to left side of the red blocks and Build 4 brown blocks one by one (on top)
<Builder> You can't place brown blocks.
<Architect> Facing north, stack 4 orange blocks immediately to the left of the red rectangle, then break the 1st and 3rd orange blocks from the bottom.
<Architect> Facing north, place an orange block to the left of both existing orange blocks.
<Architect> Facing north, place an orange block in between the two leftmost orange blocks.
<Architect> place an orange block on top of the middle red block.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 7, 5, 3 && 1, 3, 5, 4 && 1, 4, 5, 4 && 1, 5, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3 && 2, 3, 5, 4 && 2, 5, 5, 3 && 2, 6, 5, 3 && 2, 7, 5, 3 && 3, 3, 5, 4 && 3, 4, 5, 4 && 3, 5, 5, 3 && 3, 6, 5, 3 && 3, 7, 5, 3 && 4, 6, 5, 4","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 7, 5, 3), (1, 3, 5, 4), (1, 4, 5, 4), (1, 5, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3), (2, 3, 5, 4), (2, 5, 5, 3), (2, 6, 5, 3), (2, 7, 5, 3), (3, 3, 5, 4), (3, 4, 5, 4), (3, 5, 5, 3), (3, 6, 5, 3), (3, 7, 5, 3), (4, 6, 5, 4)]"
49,49,49,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical red rectangle from left to right in the middle of the grid.
<Architect> Facing North, Move to left side of the red blocks and Build 4 brown blocks one by one (on top)
<Builder> You can't place brown blocks.
<Architect> Facing north, stack 4 orange blocks immediately to the left of the red rectangle, then break the 1st and 3rd orange blocks from the bottom.
<Architect> Facing north, place an orange block to the left of both existing orange blocks.
<Architect> Facing north, place an orange block in between the two leftmost orange blocks.
<Architect> place an orange block on top of the middle red block.
<Architect> Facing north, place a red block to the right of the 2nd red block from the top.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 7, 5, 3 && 1, 3, 5, 4 && 1, 4, 5, 4 && 1, 5, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3 && 2, 3, 5, 4 && 2, 5, 5, 3 && 2, 6, 5, 3 && 2, 7, 5, 3 && 2, 8, 5, 3 && 3, 3, 5, 4 && 3, 4, 5, 4 && 3, 5, 5, 3 && 3, 6, 5, 3 && 3, 7, 5, 3 && 4, 6, 5, 4","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 7, 5, 3), (1, 3, 5, 4), (1, 4, 5, 4), (1, 5, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3), (2, 3, 5, 4), (2, 5, 5, 3), (2, 6, 5, 3), (2, 7, 5, 3), (2, 8, 5, 3), (3, 3, 5, 4), (3, 4, 5, 4), (3, 5, 5, 3), (3, 6, 5, 3), (3, 7, 5, 3), (4, 6, 5, 4)]"
50,50,50,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical red rectangle from left to right in the middle of the grid.
<Architect> Facing North, Move to left side of the red blocks and Build 4 brown blocks one by one (on top)
<Builder> You can't place brown blocks.
<Architect> Facing north, stack 4 orange blocks immediately to the left of the red rectangle, then break the 1st and 3rd orange blocks from the bottom.
<Architect> Facing north, place an orange block to the left of both existing orange blocks.
<Architect> Facing north, place an orange block in between the two leftmost orange blocks.
<Architect> place an orange block on top of the middle red block.
<Architect> Facing north, place a red block to the right of the 2nd red block from the top.
<Architect> Facing north, place a red block to the right of the rightmost red block, then place a red block on top of that, finally, break the first block you placed.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 7, 5, 3 && 1, 3, 5, 4 && 1, 4, 5, 4 && 1, 5, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3 && 2, 3, 5, 4 && 2, 5, 5, 3 && 2, 6, 5, 3 && 2, 7, 5, 3 && 2, 8, 5, 3 && 3, 3, 5, 4 && 3, 4, 5, 4 && 3, 5, 5, 3 && 3, 6, 5, 3 && 3, 7, 5, 3 && 3, 9, 5, 3 && 4, 6, 5, 4","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 7, 5, 3), (1, 3, 5, 4), (1, 4, 5, 4), (1, 5, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3), (2, 3, 5, 4), (2, 5, 5, 3), (2, 6, 5, 3), (2, 7, 5, 3), (2, 8, 5, 3), (3, 3, 5, 4), (3, 4, 5, 4), (3, 5, 5, 3), (3, 6, 5, 3), (3, 7, 5, 3), (3, 9, 5, 3), (4, 6, 5, 4)]"
51,51,51,"<Architect> Facing south, place 3 red blocks side by side","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 7, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 7, 5, 3)]"
52,52,52,"<Architect> Facing south, place 3 red blocks side by side
<Architect> Put 3 red blocks in a row
<Builder> Can you specify where the blocks should be placed in relation to the row of blocks that is already there?
<Architect> Place the row of blocks on top of the blocks that are already placed down.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 7, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 7, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3)]"
53,53,53,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical red rectangle, from left to right, in the middle of the grid.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 7, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3 && 2, 5, 5, 3 && 2, 6, 5, 3 && 2, 7, 5, 3 && 3, 5, 5, 3 && 3, 6, 5, 3 && 3, 7, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 7, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3), (2, 5, 5, 3), (2, 6, 5, 3), (2, 7, 5, 3), (3, 5, 5, 3), (3, 6, 5, 3), (3, 7, 5, 3)]"
54,54,54,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical red rectangle, from left to right, in the middle of the grid.
<Architect> Facing north, stack 4 orange blocks immediately to the left of the red rectangle, then break the 1st and 3rd orange blocks from the bottom.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 7, 5, 3 && 1, 4, 5, 4 && 1, 5, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3 && 2, 5, 5, 3 && 2, 6, 5, 3 && 2, 7, 5, 3 && 3, 4, 5, 4 && 3, 5, 5, 3 && 3, 6, 5, 3 && 3, 7, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 7, 5, 3), (1, 4, 5, 4), (1, 5, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3), (2, 5, 5, 3), (2, 6, 5, 3), (2, 7, 5, 3), (3, 4, 5, 4), (3, 5, 5, 3), (3, 6, 5, 3), (3, 7, 5, 3)]"
55,55,55,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical red rectangle, from left to right, in the middle of the grid.
<Architect> Facing north, stack 4 orange blocks immediately to the left of the red rectangle, then break the 1st and 3rd orange blocks from the bottom.
<Architect> Facing north, place an orange block to the left of both exiting orange blocks.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 7, 5, 3 && 1, 3, 5, 4 && 1, 4, 5, 4 && 1, 5, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3 && 2, 5, 5, 3 && 2, 6, 5, 3 && 2, 7, 5, 3 && 3, 3, 5, 4 && 3, 4, 5, 4 && 3, 5, 5, 3 && 3, 6, 5, 3 && 3, 7, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 7, 5, 3), (1, 3, 5, 4), (1, 4, 5, 4), (1, 5, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3), (2, 5, 5, 3), (2, 6, 5, 3), (2, 7, 5, 3), (3, 3, 5, 4), (3, 4, 5, 4), (3, 5, 5, 3), (3, 6, 5, 3), (3, 7, 5, 3)]"
56,56,56,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical red rectangle, from left to right, in the middle of the grid.
<Architect> Facing north, stack 4 orange blocks immediately to the left of the red rectangle, then break the 1st and 3rd orange blocks from the bottom.
<Architect> Facing north, place an orange block to the left of both exiting orange blocks.
<Architect> Facing north, place an orange block in between the two leftmost orange blocks.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 7, 5, 3 && 1, 3, 5, 4 && 1, 4, 5, 4 && 1, 5, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3 && 2, 3, 5, 4 && 2, 5, 5, 3 && 2, 6, 5, 3 && 2, 7, 5, 3 && 3, 3, 5, 4 && 3, 4, 5, 4 && 3, 5, 5, 3 && 3, 6, 5, 3 && 3, 7, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 7, 5, 3), (1, 3, 5, 4), (1, 4, 5, 4), (1, 5, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3), (2, 3, 5, 4), (2, 5, 5, 3), (2, 6, 5, 3), (2, 7, 5, 3), (3, 3, 5, 4), (3, 4, 5, 4), (3, 5, 5, 3), (3, 6, 5, 3), (3, 7, 5, 3)]"
57,57,57,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical red rectangle, from left to right, in the middle of the grid.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 7, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3 && 2, 5, 5, 3 && 2, 6, 5, 3 && 2, 7, 5, 3 && 3, 5, 5, 3 && 3, 6, 5, 3 && 3, 7, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 7, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3), (2, 5, 5, 3), (2, 6, 5, 3), (2, 7, 5, 3), (3, 5, 5, 3), (3, 6, 5, 3), (3, 7, 5, 3)]"
58,58,58,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical red rectangle, from left to right, in the middle of the grid.
<Architect> Facing north, stack 4 orange blocks immediately to the left of the red rectangle, then break the 1st and 3rd orange blocks from the bottom.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 7, 5, 3 && 1, 4, 5, 4 && 1, 5, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3 && 2, 5, 5, 3 && 2, 6, 5, 3 && 2, 7, 5, 3 && 3, 4, 5, 4 && 3, 5, 5, 3 && 3, 6, 5, 3 && 3, 7, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 7, 5, 3), (1, 4, 5, 4), (1, 5, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3), (2, 5, 5, 3), (2, 6, 5, 3), (2, 7, 5, 3), (3, 4, 5, 4), (3, 5, 5, 3), (3, 6, 5, 3), (3, 7, 5, 3)]"
59,59,59,"<Architect> Facing north, build a stack of 4 yellow blocks","0, 5, 5, 6 && 1, 5, 5, 6 && 2, 5, 5, 6 && 3, 5, 5, 6","[(0, 5, 5, 6), (1, 5, 5, 6), (2, 5, 5, 6), (3, 5, 5, 6)]"
60,60,60,"<Architect> put 3 yellow blocks side by side
<Builder> I don't know which direction to face, can you tell me what direction I need to face before I place the blocks?
<Architect> Face south","0, 5, 5, 6 && 0, 6, 5, 6 && 0, 7, 5, 6","[(0, 5, 5, 6), (0, 6, 5, 6), (0, 7, 5, 6)]"
61,61,61,"<Architect> put 3 yellow blocks side by side
<Builder> I don't know which direction to face, can you tell me what direction I need to face before I place the blocks?
<Architect> Face south
<Architect> place a yellow block atop each yellow block","0, 5, 5, 6 && 0, 6, 5, 6 && 0, 7, 5, 6 && 1, 5, 5, 6 && 1, 6, 5, 6 && 1, 7, 5, 6","[(0, 5, 5, 6), (0, 6, 5, 6), (0, 7, 5, 6), (1, 5, 5, 6), (1, 6, 5, 6), (1, 7, 5, 6)]"
62,62,62,"<Architect> put 3 yellow blocks side by side
<Builder> I don't know which direction to face, can you tell me what direction I need to face before I place the blocks?
<Architect> Face south
<Architect> place a yellow block atop each yellow block
<Architect> stack 2 orange left of the eastern most yellow block stack","0, 5, 5, 6 && 0, 6, 5, 6 && 0, 7, 5, 6 && 0, 8, 5, 4 && 1, 5, 5, 6 && 1, 6, 5, 6 && 1, 7, 5, 6 && 1, 8, 5, 4","[(0, 5, 5, 6), (0, 6, 5, 6), (0, 7, 5, 6), (0, 8, 5, 4), (1, 5, 5, 6), (1, 6, 5, 6), (1, 7, 5, 6), (1, 8, 5, 4)]"
63,63,63,"<Architect> put 3 yellow blocks side by side
<Builder> I don't know which direction to face, can you tell me what direction I need to face before I place the blocks?
<Architect> Face south
<Architect> place a yellow block atop each yellow block
<Architect> stack 2 orange left of the eastern most yellow block stack
<Architect> place 2 yellow blocks atop each yellow block stack","0, 5, 5, 6 && 0, 6, 5, 6 && 0, 7, 5, 6 && 0, 8, 5, 4 && 1, 5, 5, 6 && 1, 6, 5, 6 && 1, 7, 5, 6 && 1, 8, 5, 4 && 2, 5, 5, 6 && 2, 6, 5, 6 && 2, 7, 5, 6 && 3, 5, 5, 6 && 3, 6, 5, 6 && 3, 7, 5, 6","[(0, 5, 5, 6), (0, 6, 5, 6), (0, 7, 5, 6), (0, 8, 5, 4), (1, 5, 5, 6), (1, 6, 5, 6), (1, 7, 5, 6), (1, 8, 5, 4), (2, 5, 5, 6), (2, 6, 5, 6), (2, 7, 5, 6), (3, 5, 5, 6), (3, 6, 5, 6), (3, 7, 5, 6)]"
64,64,64,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical yellow rectangle, from left to right, in the middle of the grid.","0, 5, 5, 6 && 0, 6, 5, 6 && 0, 7, 5, 6 && 1, 5, 5, 6 && 1, 6, 5, 6 && 1, 7, 5, 6 && 2, 5, 5, 6 && 2, 6, 5, 6 && 2, 7, 5, 6 && 3, 5, 5, 6 && 3, 6, 5, 6 && 3, 7, 5, 6","[(0, 5, 5, 6), (0, 6, 5, 6), (0, 7, 5, 6), (1, 5, 5, 6), (1, 6, 5, 6), (1, 7, 5, 6), (2, 5, 5, 6), (2, 6, 5, 6), (2, 7, 5, 6), (3, 5, 5, 6), (3, 6, 5, 6), (3, 7, 5, 6)]"
65,65,65,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical yellow rectangle, from left to right, in the middle of the grid.
<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical yellow rectangle, from left to right, in the middle of the grid.
<Builder> The instructed structure is already built on the grid.
<Architect> Facing north, stack 2 orange blocks immediately to the right and to the left of the yellow rectangle.","0, 5, 5, 4 && 0, 6, 5, 6 && 0, 7, 5, 6 && 0, 8, 5, 6 && 0, 9, 5, 4 && 1, 5, 5, 4 && 1, 6, 5, 6 && 1, 7, 5, 6 && 1, 8, 5, 6 && 1, 9, 5, 4 && 2, 6, 5, 6 && 2, 7, 5, 6 && 2, 8, 5, 6 && 3, 6, 5, 6 && 3, 7, 5, 6 && 3, 8, 5, 6","[(0, 5, 5, 4), (0, 6, 5, 6), (0, 7, 5, 6), (0, 8, 5, 6), (0, 9, 5, 4), (1, 5, 5, 4), (1, 6, 5, 6), (1, 7, 5, 6), (1, 8, 5, 6), (1, 9, 5, 4), (2, 6, 5, 6), (2, 7, 5, 6), (2, 8, 5, 6), (3, 6, 5, 6), (3, 7, 5, 6), (3, 8, 5, 6)]"
66,66,66,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical yellow rectangle, from left to right, in the middle of the grid.
<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical yellow rectangle, from left to right, in the middle of the grid.
<Builder> The instructed structure is already built on the grid.
<Architect> Facing north, stack 2 orange blocks immediately to the right and to the left of the yellow rectangle.
<Architect> Facing SOUTH, stack 3 red blocks right in front of the left column and right column of the yellow rectangle, then break the middle blocks of both red towers.","0, 5, 5, 4 && 0, 6, 4, 3 && 0, 6, 5, 6 && 0, 7, 5, 6 && 0, 8, 4, 3 && 0, 8, 5, 6 && 0, 9, 5, 4 && 1, 5, 5, 4 && 1, 6, 5, 6 && 1, 7, 5, 6 && 1, 8, 5, 6 && 1, 9, 5, 4 && 2, 6, 4, 3 && 2, 6, 5, 6 && 2, 7, 5, 6 && 2, 8, 4, 3 && 2, 8, 5, 6 && 3, 6, 5, 6 && 3, 7, 5, 6 && 3, 8, 5, 6","[(0, 5, 5, 4), (0, 6, 4, 3), (0, 6, 5, 6), (0, 7, 5, 6), (0, 8, 4, 3), (0, 8, 5, 6), (0, 9, 5, 4), (1, 5, 5, 4), (1, 6, 5, 6), (1, 7, 5, 6), (1, 8, 5, 6), (1, 9, 5, 4), (2, 6, 4, 3), (2, 6, 5, 6), (2, 7, 5, 6), (2, 8, 4, 3), (2, 8, 5, 6), (3, 6, 5, 6), (3, 7, 5, 6), (3, 8, 5, 6)]"
67,67,67,"<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical yellow rectangle, from left to right, in the middle of the grid.
<Architect> Facing north, build a 4 blocks tall 3 blocks wide vertical yellow rectangle, from left to right, in the middle of the grid.
<Builder> The instructed structure is already built on the grid.
<Architect> Facing north, stack 2 orange blocks immediately to the right and to the left of the yellow rectangle.
<Architect> Facing SOUTH, stack 3 red blocks right in front of the left column and right column of the yellow rectangle, then break the middle blocks of both red towers.
<Architect> Facing SOUTH, place a red block in front of all existing red blocks.","0, 5, 5, 4 && 0, 6, 3, 3 && 0, 6, 4, 3 && 0, 6, 5, 6 && 0, 7, 5, 6 && 0, 8, 3, 3 && 0, 8, 4, 3 && 0, 8, 5, 6 && 0, 9, 5, 4 && 1, 5, 5, 4 && 1, 6, 5, 6 && 1, 7, 5, 6 && 1, 8, 5, 6 && 1, 9, 5, 4 && 2, 6, 3, 3 && 2, 6, 4, 3 && 2, 6, 5, 6 && 2, 7, 5, 6 && 2, 8, 3, 3 && 2, 8, 4, 3 && 2, 8, 5, 6 && 3, 6, 5, 6 && 3, 7, 5, 6 && 3, 8, 5, 6","[(0, 5, 5, 4), (0, 6, 3, 3), (0, 6, 4, 3), (0, 6, 5, 6), (0, 7, 5, 6), (0, 8, 3, 3), (0, 8, 4, 3), (0, 8, 5, 6), (0, 9, 5, 4), (1, 5, 5, 4), (1, 6, 5, 6), (1, 7, 5, 6), (1, 8, 5, 6), (1, 9, 5, 4), (2, 6, 3, 3), (2, 6, 4, 3), (2, 6, 5, 6), (2, 7, 5, 6), (2, 8, 3, 3), (2, 8, 4, 3), (2, 8, 5, 6), (3, 6, 5, 6), (3, 7, 5, 6), (3, 8, 5, 6)]"
